name,region,country,latitude,longitude,timezone,population
Pasadena,California,United States,34.1478,-118.1445,America/Los_Angeles,142250
Abbotsford,British Columbia,Canada,49.058,-122.2526,America/Vancouver,141397
Orange,California,United States,33.7878,-117.8531,America/Los_Angeles,140992
Fullerton,California,United States,33.8703,-117.9253,America/Los_Angeles,140847
Killeen,Texas,United States,31.1171,-97.7278,America/Chicago,140806
McAllen,Texas,United States,26.2034,-98.23,America/Chicago,140269
Bellevue,Washington,United States,47.6104,-122.2007,America/Los_Angeles,139820
Whitby,Ontario,Canada,43.8834,-78.9329,America/Toronto,138501
Metairie,Louisiana,United States,29.9841,-90.1529,America/Chicago,138481
Praia,,Cabo Verde,14.9315,-23.5125,Atlantic/Cape_Verde,137868
Hampton,Virginia,United States,37.0299,-76.3452,America/New_York,137148
Miramar,Florida,United States,25.9873,-80.2323,America/New_York,137132
St. Catharines,Ontario,Canada,43.1713,-79.2427,America/Toronto,136803
Van Nuys,California,United States,34.1867,-118.449,America/Los_Angeles,136443
West Valley City,Utah,United States,40.6916,-112.0011,America/Denver,136208
Dayton,Ohio,United States,39.7589,-84.1916,America/New_York,135512
Ahuntsic-Cartierville,Quebec,Canada,45.5667,-73.6667,America/Toronto,135336
Le Vieux-Longueuil,Quebec,Canada,45.5372,-73.5077,America/Toronto,135218
Olathe,Kansas,United States,38.8814,-94.8191,America/Chicago,134305
Warren,Michigan,United States,42.4904,-83.013,America/Detroit,134056
Thornton,Colorado,United States,39.868,-104.9719,America/Denver,133451
Carrollton,Texas,United States,32.9537,-96.8903,America/Chicago,133168
Milton,Ontario,Canada,43.5168,-79.8829,America/Toronto,132979
Charleston,South Carolina,United States,32.7763,-79.9327,America/New_York,132609
Langley,British Columbia,Canada,49.1011,-122.6588,America/Vancouver,132603
Midland,Texas,United States,31.9974,-102.0779,America/Chicago,132524
Kingston,Ontario,Canada,44.2298,-76.481,America/Toronto,132485
Waco,Texas,United States,31.5493,-97.1467,America/Chicago,132356
Sterling Heights,Michigan,United States,42.5803,-83.0302,America/Detroit,132052
Denton,Texas,United States,33.2148,-97.1331,America/Chicago,131044
Cedar Rapids,Iowa,United States,42.0083,-91.6441,America/Chicago,130405
New Haven,Connecticut,United States,41.3081,-72.9282,America/New_York,130322
Roseville,California,United States,38.7521,-121.288,America/Los_Angeles,130269
Visalia,California,United States,36.3302,-119.2921,America/Los_Angeles,130104
Cambridge,Ontario,Canada,43.3601,-80.3127,America/Toronto,129920
Coral Springs,Florida,United States,26.2712,-80.2706,America/New_York,129485
Sherbrooke,Quebec,Canada,45.4001,-71.8991,America/Toronto,129447
Thousand Oaks,California,United States,34.1706,-118.8376,America/Los_Angeles,129339
Columbia,Missouri,United States,38.9517,-92.3341,America/Chicago,129330
Elizabeth,New Jersey,United States,40.664,-74.2107,America/New_York,129007
Stamford,Connecticut,United States,41.0534,-73.5387,America/New_York,128874
Concord,California,United States,37.978,-122.0311,America/Los_Angeles,128667
Norman,Oklahoma,United States,35.2226,-97.4395,America/Chicago,128026
Alhambra,Arizona,United States,33.4984,-112.1343,America/Phoenix,127764
Athens,Georgia,United States,33.9609,-83.3779,America/New_York,127315
Kent,Washington,United States,47.3809,-122.2348,America/Los_Angeles,126952
Orléans,Ontario,Canada,45.4573,-75.5043,America/Toronto,125937
Ottawa South,Ontario,Canada,45.3921,-75.6873,America/Toronto,125090
Willemstad,,Curacao,12.1225,-68.8864,America/Curacao,125000
Saint-Louis-de-Terrebonne,Quebec,Canada,45.702,-73.7867,America/Toronto,119944
Ajax,Ontario,Canada,43.8501,-79.0329,America/Toronto,119677
Reykjavík,Capital Region,Iceland,64.1355,-21.8954,Atlantic/Reykjavik,118918
Saanich,British Columbia,Canada,48.5496,-123.3693,America/Vancouver,117735
Thornhill,Ontario,Canada,43.815,-79.4242,America/Toronto,115292
Rivière-des-Prairies–Pointe-aux-Trembles,Quebec,Canada,45.6406,-73.5846,America/Toronto,113868
Terrebonne,Quebec,Canada,45.7,-73.6473,America/Toronto,111575
Sainte-Foy,Quebec,Canada,46.7814,-71.2922,America/Toronto,111300
Manzini,Manzini Region,Eswatini,-26.4988,31.38,Africa/Mbabane,110537
St. John's,Newfoundland and Labrador,Canada,47.5649,-52.7093,America/St_Johns,110525
Thunder Bay,Ontario,Canada,48.382,-89.2502,America/Toronto,108843
La Cité-Limoilou,Quebec,Canada,46.8289,-71.2264,America/Toronto,108415
Sydney,Nova Scotia,Canada,46.1351,-60.1831,America/Glace_Bay,105968
Le Plateau-Mont-Royal,Quebec,Canada,45.5283,-73.5808,America/Toronto,105813
Waterloo,Ontario,Canada,43.4668,-80.5164,America/Toronto,104986
Ville-Marie,Quebec,Canada,45.499,-73.5705,America/Toronto,104944
Brantford,Ontario,Canada,43.1334,-80.2664,America/Toronto,104688
Kamloops,British Columbia,Canada,50.6665,-120.3192,America/Vancouver,104460
Male,Kaafu Atoll,Maldives,4.1752,73.5092,Indian/Maldives,103693
Lethbridge,Alberta,Canada,49.7,-112.8186,America/Edmonton,103197
Whalley,British Columbia,Canada,49.1792,-122.8667,America/Vancouver,102555
Delta,British Columbia,Canada,49.0892,-123.0532,America/Vancouver,101668
Chilliwack,British Columbia,Canada,49.1664,-121.9526,America/Vancouver,101491
Dartmouth,Nova Scotia,Canada,44.6713,-63.5772,America/Halifax,101343
Red Deer,Alberta,Canada,52.2668,-113.802,America/Edmonton,100844
Niagara Falls,Ontario,Canada,43.1001,-79.0663,America/Toronto,99818
Saint-Laurent,Quebec,Canada,45.5001,-73.6659,America/Toronto,98828
Thimphu,Thimphu District,Bhutan,27.4661,89.6419,Asia/Thimphu,98676
Bridgetown,Saint Michael,Barbados,13.1073,-59.6202,America/Barbados,98511
Saint-Jean-sur-Richelieu,Quebec,Canada,45.3071,-73.2626,America/Toronto,98036
Chomedey,Quebec,Canada,45.5333,-73.75,America/Toronto,94030
Nouméa,South Province,New Caledonia,-22.2741,166.4488,Pacific/Noumea,93060
Nasinu,Central,Fiji,-18.0705,178.5131,Pacific/Fiji,92043
Pickering,Ontario,Canada,43.9001,-79.1329,America/Toronto,91771
Newmarket,Ontario,Canada,44.0501,-79.4663,America/Toronto,91034
Nanaimo,British Columbia,Canada,49.1664,-123.94,America/Vancouver,90504
Airdrie,Alberta,Canada,51.3001,-114.0353,America/Edmonton,90044
Kanata,Ontario,Canada,45.3001,-75.9161,America/Toronto,90000
Fort-de-France,Martinique,Martinique,14.6037,-61.0742,America/Martinique,89995
La Haute-Saint-Charles,Quebec,Canada,46.8903,-71.3722,America/Toronto,88460
North Vancouver,British Columbia,Canada,49.3164,-123.0693,America/Vancouver,88168
Montréal-Nord,Quebec,Canada,45.6016,-73.6306,America/Toronto,86857
Le Sud-Ouest,Quebec,Canada,45.4719,-73.5899,America/Toronto,86347
Moncton,New Brunswick,Canada,46.0945,-64.7965,America/Moncton,86106
Peterborough,Ontario,Canada,44.3001,-78.3162,America/Toronto,85807
Repentigny,Quebec,Canada,45.7422,-73.4501,America/Toronto,84965
Charlesbourg,Quebec,Canada,46.899,-71.305,America/Toronto,82870
Saint-Hubert,Quebec,Canada,45.5001,-73.4158,America/Toronto,82548
Maple Ridge,British Columbia,Canada,49.2194,-122.6019,America/Vancouver,82256
Beauport,Quebec,Canada,46.8588,-71.192,America/Toronto,81425
East Hastings,British Columbia,Canada,49.2717,-123.0619,America/Vancouver,80740
Saint-Léonard,Quebec,Canada,45.5877,-73.595,America/Toronto,79495
Willowdale,Ontario,Canada,43.7667,-79.3991,America/Toronto,79440
Prince George,British Columbia,Canada,53.9166,-122.753,America/Vancouver,78943
New Westminster,British Columbia,Canada,49.2068,-122.9109,America/Vancouver,78916
South Surrey,British Columbia,Canada,49.05,-122.7917,America/Vancouver,77170
Les Rivières,Quebec,Canada,46.8185,-71.272,America/Toronto,77000
Luxembourg,,Luxembourg,49.6098,6.1327,Europe/Luxembourg,76684
Caledon,Ontario,Canada,43.8654,-79.9932,America/Toronto,76581
Stoney Creek,Ontario,Canada,43.2168,-79.7663,America/Toronto,76382
Moroni,Grande Comore,Comoros,-11.7022,43.2551,Indian/Comoro,74749
Cloverdale,British Columbia,Canada,49.108,-122.7276,America/Vancouver,73355
Pierrefonds-Roxboro,Quebec,Canada,45.5019,-73.8417,America/Toronto,73194
Nutana Sector,Saskatchewan,Canada,52.1,-106.6371,America/Regina,72564
Sarnia,Ontario,Canada,42.9787,-82.4041,America/Toronto,72125
Sault Ste. Marie,Ontario,Canada,46.5168,-84.3333,America/Toronto,72051
Saint John,New Brunswick,Canada,45.2708,-66.0562,America/Moncton,71808
Sherwood Park,Alberta,Canada,53.5168,-113.3187,America/Edmonton,70618
Grande Prairie,Alberta,Canada,55.1667,-118.8027,America/Edmonton,70385
Confederation,Saskatchewan,Canada,52.1391,-106.7036,America/Regina,70192
Brossard,Quebec,Canada,45.4501,-73.4658,America/Toronto,69575
Verdun,Quebec,Canada,45.4601,-73.5706,America/Toronto,69229
Chicoutimi,Quebec,Canada,48.4196,-71.0637,America/Toronto,69004
Notre-Dame-de-Grâce,Quebec,Canada,45.4768,-73.6143,America/Toronto,68152
Chaguanas,,Trinidad and Tobago,10.5167,-61.4167,America/Port_of_Spain,67433
Fort McMurray,Alberta,Canada,56.7268,-111.381,America/Edmonton,66573
Granby,Quebec,Canada,45.4001,-72.7324,America/Toronto,66222
Waterfront Communities-The Island,Ontario,Canada,43.6339,-79.3772,America/Toronto,65913
Fleetwood,British Columbia,Canada,49.1667,-122.8,America/Vancouver,65565
Fort Garry South,Manitoba,Canada,49.7923,-97.1636,America/Winnipeg,65420
Belize City,Belize District,Belize,17.4995,-88.1976,America/Belize,65222
Guildford,British Columbia,Canada,49.1917,-122.8,America/Vancouver,64985
Bandar Seri Begawan,Brunei-Muara District,Brunei,4.8903,114.9401,Asia/Brunei,64409
Hull,Quebec,Canada,45.4276,-75.7106,America/Toronto,63702
Medicine Hat,Alberta,Canada,50.0393,-110.6766,America/Edmonton,63138
Fredericton,New Brunswick,Canada,45.9454,-66.6656,America/Moncton,63116
Halton Hills,Ontario,Canada,43.6403,-79.9315,America/Toronto,62951
Brighouse-City Centre,British Columbia,Canada,49.1667,-123.1333,America/Vancouver,62855
Downtown Vancouver,British Columbia,Canada,49.2828,-123.1193,America/Vancouver,62030
Cayenne,Guyane,French Guiana,4.9381,-52.3346,America/Cayenne,61550
Norfolk County,Ontario,Canada,42.8334,-80.383,America/Toronto,60847
North Delta,British Columbia,Canada,49.1667,-122.9167,America/Vancouver,60769
Drummondville,Quebec,Canada,45.8834,-72.4824,America/Toronto,59489
Pierrefonds,Quebec,Canada,45.4599,-73.8928,America/Toronto,59093
Port Coquitlam,British Columbia,Canada,49.2664,-122.7693,America/Vancouver,58000
St. Albert,Alberta,Canada,53.6334,-113.6353,America/Edmonton,57719
Aylmer,Quebec,Canada,45.4002,-75.8064,America/Toronto,56542
Saint-Michel,Quebec,Canada,45.5676,-73.6217,America/Toronto,56420
Honiara,,Solomon Islands,-9.4333,159.95,Pacific/Guadalcanal,56298
Aurora,Ontario,Canada,44.0001,-79.4663,America/Toronto,55445
Saint-Jérôme,Quebec,Canada,45.7804,-74.0036,America/Toronto,54948
Jonquière,Quebec,Canada,48.4165,-71.2488,America/Toronto,54842
Mamoudzou,,Mayotte,-12.7823,45.2288,Indian/Mayotte,54831
Les Abymes,Guadeloupe,Guadeloupe,16.273,-61.5051,America/Guadeloupe,53514
Woburn,Ontario,Canada,43.7666,-79.2277,America/Toronto,53485
São Tomé,São Tomé Island,Sao Tome and Principe,0.3376,6.7299,Africa/Sao_Tome,53300
Metrotown,British Columbia,Canada,49.225,-123.0,America/Vancouver,52355
Welland,Ontario,Canada,42.9834,-79.2496,America/Toronto,52293
University Heights,Saskatchewan,Canada,52.1443,-106.5787,America/Regina,51957
Lower Sackville,Nova Scotia,Canada,44.776,-63.6786,America/Halifax,51749
Saint John’s,Saint John Parish,Antigua and Barbuda,17.121,-61.8433,America/Antigua,51737
Renfrew-Collingwood,British Columbia,Canada,49.245,-123.0376,America/Vancouver,51530
Lakewood,Saskatchewan,Canada,52.1085,-106.5903,America/Regina,51237
Belleville,Ontario,Canada,44.1668,-77.3828,America/Toronto,50716
Saint Croix,Saint Croix Island,U.S. Virgin Islands,17.7275,-64.747,America/St_Thomas,50601
Willowdale East,Ontario,Canada,43.7706,-79.4015,America/Toronto,50434
North Bay,Ontario,Canada,46.3168,-79.4663,America/Toronto,50396
Saint-Hyacinthe,Quebec,Canada,45.6308,-72.957,America/Toronto,50326
Whitchurch-Stouffville,Ontario,Canada,44.0001,-79.3163,America/Toronto,49864
Kensington-Cedar Cottage,British Columbia,Canada,49.25,-123.0667,America/Vancouver,49235
Dollard-Des Ormeaux,Quebec,Canada,45.4945,-73.8242,America/Toronto,48930
Brandon,Manitoba,Canada,49.8469,-99.9531,America/Winnipeg,48859
Cornwall,Ontario,Canada,45.0181,-74.7281,America/Toronto,48821
Saipan,,Northern Mariana Islands,15.2123,145.7545,Pacific/Saipan,48220
West End,British Columbia,Canada,49.2833,-123.1333,America/Vancouver,47200
Langford,British Columbia,Canada,48.4496,-123.5026,America/Vancouver,46584
Rouge,Ontario,Canada,43.8041,-79.1657,America/Toronto,46496
Blainville,Quebec,Canada,45.6668,-73.8825,America/Toronto,46493
Victoria-Downtown,British Columbia,Canada,48.4277,-123.361,America/Vancouver,46309
West Vancouver,British Columbia,Canada,49.3286,-123.1602,America/Vancouver,45487
Dededo Village,Dededo,Guam,13.5178,144.8391,Pacific/Guam,44943
Georgetown,Ontario,Canada,43.6501,-79.9163,America/Toronto,44058
L'Amoreaux,Ontario,Canada,43.7957,-79.3141,America/Toronto,43993
Islington-City Centre West,Ontario,Canada,43.6335,-79.5433,America/Toronto,43965
Malvern,Ontario,Canada,43.8094,-79.2234,America/Toronto,43794
Quinte West,Ontario,Canada,44.1834,-77.5662,America/Toronto,43577
Chatham,Ontario,Canada,42.4122,-82.1849,America/Toronto,43550
Innisfil,Ontario,Canada,44.3001,-79.6496,America/Toronto,43326
Kitsilano,British Columbia,Canada,49.2667,-123.1667,America/Vancouver,43045
Salaberry-de-Valleyfield,Quebec,Canada,45.2501,-74.1325,America/Toronto,42787
Châteauguay,Quebec,Canada,45.3834,-73.7492,America/Toronto,42786
Rimouski,Quebec,Canada,48.4488,-68.524,America/Toronto,42240
Saint-Eustache,Quebec,Canada,45.565,-73.9055,America/Toronto,42062
Timmins,Ontario,Canada,48.4669,-81.3331,America/Toronto,41788
Sorel-Tracy,Quebec,Canada,46.0418,-73.1136,America/Toronto,41629
Mission,British Columbia,Canada,49.133,-122.3026,America/Vancouver,41519
Centre City,Alberta,Canada,51.0451,-114.0743,America/Edmonton,41000
Strawberry Hill,British Columbia,Canada,49.1333,-122.8833,America/Vancouver,41000
Val-des-Arbres,Quebec,Canada,45.5984,-73.6754,America/Toronto,40974
Stittsville,Ontario,Canada,45.2501,-75.9161,America/Toronto,40889
Ancaster,Ontario,Canada,43.2181,-79.9872,America/Toronto,40557
Apia,Tuamasaga,Samoa,-13.8333,-171.7667,Pacific/Apia,40407
Woodstock,Ontario,Canada,43.1334,-80.7497,America/Toronto,40404
Tarawa,Gilbert Islands,Kiribati,1.3278,172.977,Pacific/Tarawa,40311
Vernon,British Columbia,Canada,50.2673,-119.2734,America/Vancouver,40116
Bowmanville,Ontario,Canada,43.9168,-78.6829,America/Toronto,39371
Boucherville,Quebec,Canada,45.591,-73.436,America/Toronto,39062
Spruce Grove,Alberta,Canada,53.5334,-113.9187,America/Edmonton,38985
St. Thomas,Ontario,Canada,42.7736,-81.1804,America/Toronto,38909
Charlottetown,Prince Edward Island,Canada,46.2346,-63.1256,America/Halifax,38809
Okanagan Mission,British Columbia,Canada,49.8167,-119.4833,America/Vancouver,38374
Shawinigan,Quebec,Canada,46.5667,-72.7491,America/Toronto,38211
Neufchâtel-Est–Lebourgneuf,Quebec,Canada,46.8544,-71.3419,America/Toronto,37540
Duvernay,Quebec,Canada,45.5833,-73.6667,America/Toronto,37460
Laval-des-Rapides,Quebec,Canada,45.5564,-73.7001,America/Toronto,36933
Stouffville,Ontario,Canada,43.9668,-79.2496,America/Toronto,36753
Dovercourt-Wallace Emerson-Junction,Ontario,Canada,43.6657,-79.4385,America/Toronto,36625
Port-Vila,Shefa,Vanuatu,-17.7365,168.3137,Pacific/Efate,35901
Monaco,Municipality of Monaco,Monaco,43.7372,7.4215,Europe/Monaco,32965
San Pawl il-Baħar,Saint Paul’s Bay,Malta,35.9506,14.4156,Europe/Malta,32042
Oranjestad,,Aruba,12.524,-70.027,America/Aruba,29998
Faaa,Îles du Vent,French Polynesia,-17.5593,-149.6035,Pacific/Tahiti,29851
George Town,,Cayman Islands,19.2866,-81.3744,America/Cayman,29370
Saint Helier,St Helier,Jersey,49.188,-2.1049,Europe/Jersey,28000
Gibraltar,,Gibraltar,36.1447,-5.3526,Europe/Gibraltar,26544
Douglas,,Isle of Man,54.15,-4.4833,Europe/Isle_of_Man,26218
Majuro,Majuro Atoll,Marshall Islands,7.0897,171.3803,Pacific/Majuro,25400
Gros Islet,Gros-Islet,Saint Lucia,14.0667,-60.95,America/St_Lucia,25210
Kingstown,Saint George Parish,Saint Vincent and the Grenadines,13.1553,-61.2274,America/St_Vincent,24518
Providenciales,,Turks and Caicos Islands,21.7825,-72.2521,America/Grand_Turk,23769
Victoria,La Rivière Anglaise,Seychelles,-4.62,55.455,Indian/Mahe,22881
Nuku‘alofa,Tongatapu,Tonga,-21.1368,-175.2011,Pacific/Tongatapu,22400
Andorra la Vella,,Andorra,42.5078,1.5211,Europe/Andorra,20430
Roseau,Saint George Parish,Dominica,15.3017,-61.3881,America/Dominica,16571
Saint Peter Port,St Peter Port,Guernsey,49.4598,-2.5353,Europe/Guernsey,16488
Nuuk,Sermersooq,Greenland,64.1835,-51.7216,America/Nuuk,14798
Avarua,Rarotonga,Cook Islands,-21.2075,-159.7755,Pacific/Rarotonga,13373
Tórshavn,Streymoy,Faroe Islands,62.0097,-6.7716,Atlantic/Faroe,13200
Basseterre,Saint George Basseterre,Saint Kitts and Nevis,17.2955,-62.725,America/St_Kitts,12920
Pago Pago,Eastern District,American Samoa,-14.2781,-170.7025,Pacific/Pago_Pago,11500
Mariehamn,,Aland Islands,60.0973,19.9348,Europe/Mariehamn,10682
Kralendijk,Bonaire,"Bonaire, Saint Eustatius and Saba ",12.15,-68.2667,America/Kralendijk,10620
Road Town,,British Virgin Islands,18.4269,-64.6208,America/Tortola,8449
Saint George's,Saint George Parish,Grenada,12.0529,-61.7523,America/Grenada,7500
Palikir,Pohnpei State,Micronesia,6.9248,158.1611,Pacific/Pohnpei,6942
Funafuti,,Tuvalu,-8.5243,179.1942,Pacific/Funafuti,6320
Saint-Pierre,,Saint Pierre and Miquelon,46.7791,-56.1773,America/Miquelon,6200
Gustavia,,Saint Barthelemy,17.8962,-62.8498,America/St_Barthelemy,5988
Marigot,,Saint Martin,18.0682,-63.083,America/Marigot,5700
Vaduz,,Liechtenstein,47.1415,9.5215,Europe/Vaduz,5197
San Marino,,San Marino,43.9367,12.4464,Europe/San_Marino,4500
Longyearbyen,Svalbard,Svalbard and Jan Mayen,78.2233,15.6469,Arctic/Longyearbyen,2368
Stanley,,Falkland Islands,-51.6938,-57.857,Atlantic/Stanley,2213
The Valley,,Anguilla,18.217,-63.0578,America/Anguilla,2035
Philipsburg,,Sint Maarten,18.026,-63.0458,America/Lower_Princes,1400
Mata-Utu,Uvea,Wallis and Futuna,-13.2816,-176.1745,Pacific/Wallis,1200
Yaren,Yaren District,Nauru,-0.5508,166.9252,Pacific/Nauru,1100
Brades,Saint Peter,Montserrat,16.7918,-62.2106,America/Montserrat,1000
Hamilton,Hamilton city,Bermuda,32.2949,-64.783,Atlantic/Bermuda,902
Kingston,,Norfolk Island,-29.0546,167.9663,Pacific/Norfolk,880
Vatican City,,Vatican,41.9027,12.4541,Europe/Vatican,829
Jamestown,Saint Helena,Saint Helena,-15.9249,-5.7182,Atlantic/St_Helena,637
Alofi,,Niue,-19.0529,-169.9196,Pacific/Niue,624
Flying Fish Cove,,Christmas Island,-10.4217,105.6791,Indian/Christmas,500
West Island,,Cocos Islands,-12.1568,96.8225,Indian/Cocos,120
Adamstown,,Pitcairn,-25.066,-130.1015,Pacific/Pitcairn,46
Port-aux-Français,Kerguelen,French Southern Territories,-49.3492,70.2194,Indian/Kerguelen,45
Grytviken,,South Georgia and the South Sandwich Islands,-54.2811,-36.5092,Atlantic/South_Georgia,2
